names,lat,lon,years,sea_level_change
AARHUS,56.15,10.22,2020,72
AARHUS,56.15,10.22,2030,126
AARHUS,56.15,10.22,2040,193
AARHUS,56.15,10.22,2050,270
AARHUS,56.15,10.22,2060,346
AARHUS,56.15,10.22,2070,438
AARHUS,56.15,10.22,2080,541
AARHUS,56.15,10.22,2090,658
AARHUS,56.15,10.22,2100,790
AARHUS,56.15,10.22,2110,852
AARHUS,56.15,10.22,2120,962
AARHUS,56.15,10.22,2130,1070
AARHUS,56.15,10.22,2140,1176
AARHUS,56.15,10.22,2150,1276
ABASHIRI,44.02,144.29,2020,49
ABASHIRI,44.02,144.29,2030,95
ABASHIRI,44.02,144.29,2040,152
ABASHIRI,44.02,144.29,2050,226
ABASHIRI,44.02,144.29,2060,303
ABASHIRI,44.02,144.29,2070,402
ABASHIRI,44.02,144.29,2080,512
ABASHIRI,44.02,144.29,2090,648
ABASHIRI,44.02,144.29,2100,794
ABASHIRI,44.02,144.29,2110,891
ABASHIRI,44.02,144.29,2120,1018
ABASHIRI,44.02,144.29,2130,1142
ABASHIRI,44.02,144.29,2140,1261
ABASHIRI,44.02,144.29,2150,1374
ABERDEEN_I,57.14,-2.08,2020,72
ABERDEEN_I,57.14,-2.08,2030,123
ABERDEEN_I,57.14,-2.08,2040,184
ABERDEEN_I,57.14,-2.08,2050,256
ABERDEEN_I,57.14,-2.08,2060,328
ABERDEEN_I,57.14,-2.08,2070,414
ABERDEEN_I,57.14,-2.08,2080,510
ABERDEEN_I,57.14,-2.08,2090,618
ABERDEEN_I,57.14,-2.08,2100,747
ABERDEEN_I,57.14,-2.08,2110,794
ABERDEEN_I,57.14,-2.08,2120,897
ABERDEEN_I,57.14,-2.08,2130,996
ABERDEEN_I,57.14,-2.08,2140,1092
ABERDEEN_I,57.14,-2.08,2150,1186
ABERDEEN_II,57.15,-2.08,2020,72
ABERDEEN_II,57.15,-2.08,2030,123
ABERDEEN_II,57.15,-2.08,2040,184
ABERDEEN_II,57.15,-2.08,2050,256
ABERDEEN_II,57.15,-2.08,2060,328
ABERDEEN_II,57.15,-2.08,2070,414
ABERDEEN_II,57.15,-2.08,2080,509
ABERDEEN_II,57.15,-2.08,2090,618
ABERDEEN_II,57.15,-2.08,2100,746
ABERDEEN_II,57.15,-2.08,2110,794
ABERDEEN_II,57.15,-2.08,2120,896
ABERDEEN_II,57.15,-2.08,2130,996
ABERDEEN_II,57.15,-2.08,2140,1092
ABERDEEN_II,57.15,-2.08,2150,1185
ABURATSU,31.58,131.41,2020,58
ABURATSU,31.58,131.41,2030,116
ABURATSU,31.58,131.41,2040,183
ABURATSU,31.58,131.41,2050,272
ABURATSU,31.58,131.41,2060,360
ABURATSU,31.58,131.41,2070,467
ABURATSU,31.58,131.41,2080,588
ABURATSU,31.58,131.41,2090,730
ABURATSU,31.58,131.41,2100,888
ABURATSU,31.58,131.41,2110,998
ABURATSU,31.58,131.41,2120,1138
ABURATSU,31.58,131.41,2130,1274
ABURATSU,31.58,131.41,2140,1402
ABURATSU,31.58,131.41,2150,1526
ABURATSUBO,35.16,139.62,2020,58
ABURATSUBO,35.16,139.62,2030,122
ABURATSUBO,35.16,139.62,2040,192
ABURATSUBO,35.16,139.62,2050,276
ABURATSUBO,35.16,139.62,2060,364
ABURATSUBO,35.16,139.62,2070,476
ABURATSUBO,35.16,139.62,2080,600
ABURATSUBO,35.16,139.62,2090,742
ABURATSUBO,35.16,139.62,2100,898
ABURATSUBO,35.16,139.62,2110,1010
ABURATSUBO,35.16,139.62,2120,1151
ABURATSUBO,35.16,139.62,2130,1287
ABURATSUBO,35.16,139.62,2140,1416
ABURATSUBO,35.16,139.62,2150,1541
ACAJUTLA,13.57,-89.83,2020,53
ACAJUTLA,13.57,-89.83,2030,100
ACAJUTLA,13.57,-89.83,2040,162
ACAJUTLA,13.57,-89.83,2050,240
ACAJUTLA,13.57,-89.83,2060,318
ACAJUTLA,13.57,-89.83,2070,414
ACAJUTLA,13.57,-89.83,2080,523
ACAJUTLA,13.57,-89.83,2090,650
ACAJUTLA,13.57,-89.83,2100,778
ACAJUTLA,13.57,-89.83,2110,874
ACAJUTLA,13.57,-89.83,2120,1000
ACAJUTLA,13.57,-89.83,2130,1121
ACAJUTLA,13.57,-89.83,2140,1235
ACAJUTLA,13.57,-89.83,2150,1344
ACAPULCO,16.83,-99.92,2020,53
ACAPULCO,16.83,-99.92,2030,100
ACAPULCO,16.83,-99.92,2040,159
ACAPULCO,16.83,-99.92,2050,236
ACAPULCO,16.83,-99.92,2060,311
ACAPULCO,16.83,-99.92,2070,407
ACAPULCO,16.83,-99.92,2080,512
ACAPULCO,16.83,-99.92,2090,637
ACAPULCO,16.83,-99.92,2100,766
ACAPULCO,16.83,-99.92,2110,859
ACAPULCO,16.83,-99.92,2120,984
ACAPULCO,16.83,-99.92,2130,1103
ACAPULCO,16.83,-99.92,2140,1216
ACAPULCO,16.83,-99.92,2150,1324
ADAK  SWEEPER_COVE,51.86,-176.63,2020,49
ADAK  SWEEPER_COVE,51.86,-176.63,2030,93
ADAK  SWEEPER_COVE,51.86,-176.63,2040,144
ADAK  SWEEPER_COVE,51.86,-176.63,2050,212
ADAK  SWEEPER_COVE,51.86,-176.63,2060,282
ADAK  SWEEPER_COVE,51.86,-176.63,2070,374
ADAK  SWEEPER_COVE,51.86,-176.63,2080,480
ADAK  SWEEPER_COVE,51.86,-176.63,2090,598
ADAK  SWEEPER_COVE,51.86,-176.63,2100,730
ADAK  SWEEPER_COVE,51.86,-176.63,2110,811
ADAK  SWEEPER_COVE,51.86,-176.63,2120,928
ADAK  SWEEPER_COVE,51.86,-176.63,2130,1041
ADAK  SWEEPER_COVE,51.86,-176.63,2140,1149
ADAK  SWEEPER_COVE,51.86,-176.63,2150,1252
ADEN,12.79,44.97,2020,53
ADEN,12.79,44.97,2030,106
ADEN,12.79,44.97,2040,168
ADEN,12.79,44.97,2050,241
ADEN,12.79,44.97,2060,318
ADEN,12.79,44.97,2070,412
ADEN,12.79,44.97,2080,517
ADEN,12.79,44.97,2090,646
ADEN,12.79,44.97,2100,788
ADEN,12.79,44.97,2110,884
ADEN,12.79,44.97,2120,1009
ADEN,12.79,44.97,2130,1131
ADEN,12.79,44.97,2140,1247
ADEN,12.79,44.97,2150,1360
AION,69.93,167.98,2020,72
AION,69.93,167.98,2030,151
AION,69.93,167.98,2040,232
AION,69.93,167.98,2050,325
AION,69.93,167.98,2060,433
AION,69.93,167.98,2070,556
AION,69.93,167.98,2080,698
AION,69.93,167.98,2090,869
AION,69.93,167.98,2100,1054
AION,69.93,167.98,2110,1147
AION,69.93,167.98,2120,1286
AION,69.93,167.98,2130,1424
AION,69.93,167.98,2140,1558
AION,69.93,167.98,2150,1690
AKUNE,32.02,130.19,2020,58
AKUNE,32.02,130.19,2030,116
AKUNE,32.02,130.19,2040,184
AKUNE,32.02,130.19,2050,270
AKUNE,32.02,130.19,2060,356
AKUNE,32.02,130.19,2070,464
AKUNE,32.02,130.19,2080,585
AKUNE,32.02,130.19,2090,728
AKUNE,32.02,130.19,2100,886
AKUNE,32.02,130.19,2110,997
AKUNE,32.02,130.19,2120,1136
AKUNE,32.02,130.19,2130,1272
AKUNE,32.02,130.19,2140,1400
AKUNE,32.02,130.19,2150,1525
ALAMEDA,37.77,-122.3,2020,49
ALAMEDA,37.77,-122.3,2030,88
ALAMEDA,37.77,-122.3,2040,141
ALAMEDA,37.77,-122.3,2050,208
ALAMEDA,37.77,-122.3,2060,275
ALAMEDA,37.77,-122.3,2070,360
ALAMEDA,37.77,-122.3,2080,457
ALAMEDA,37.77,-122.3,2090,572
ALAMEDA,37.77,-122.3,2100,690
ALAMEDA,37.77,-122.3,2110,767
ALAMEDA,37.77,-122.3,2120,878
ALAMEDA,37.77,-122.3,2130,984
ALAMEDA,37.77,-122.3,2140,1088
ALAMEDA,37.77,-122.3,2150,1188
ALBANY,-35.03,117.89,2020,48
ALBANY,-35.03,117.89,2030,94
ALBANY,-35.03,117.89,2040,154
ALBANY,-35.03,117.89,2050,229
ALBANY,-35.03,117.89,2060,304
ALBANY,-35.03,117.89,2070,397
ALBANY,-35.03,117.89,2080,502
ALBANY,-35.03,117.89,2090,620
ALBANY,-35.03,117.89,2100,748
ALBANY,-35.03,117.89,2110,848
ALBANY,-35.03,117.89,2120,972
ALBANY,-35.03,117.89,2130,1090
ALBANY,-35.03,117.89,2140,1202
ALBANY,-35.03,117.89,2150,1308
ALERT_BAY,50.58,-126.95,2020,36
ALERT_BAY,50.58,-126.95,2030,62
ALERT_BAY,50.58,-126.95,2040,101
ALERT_BAY,50.58,-126.95,2050,154
ALERT_BAY,50.58,-126.95,2060,214
ALERT_BAY,50.58,-126.95,2070,286
ALERT_BAY,50.58,-126.95,2080,376
ALERT_BAY,50.58,-126.95,2090,481
ALERT_BAY,50.58,-126.95,2100,594
ALERT_BAY,50.58,-126.95,2110,655
ALERT_BAY,50.58,-126.95,2120,753
ALERT_BAY,50.58,-126.95,2130,848
ALERT_BAY,50.58,-126.95,2140,942
ALERT_BAY,50.58,-126.95,2150,1034
ALESUND,62.47,6.15,2020,70
ALESUND,62.47,6.15,2030,120
ALESUND,62.47,6.15,2040,180
ALESUND,62.47,6.15,2050,251
ALESUND,62.47,6.15,2060,322
ALESUND,62.47,6.15,2070,398
ALESUND,62.47,6.15,2080,487
ALESUND,62.47,6.15,2090,589
ALESUND,62.47,6.15,2100,712
ALESUND,62.47,6.15,2110,749
ALESUND,62.47,6.15,2120,844
ALESUND,62.47,6.15,2130,938
ALESUND,62.47,6.15,2140,1029
ALESUND,62.47,6.15,2150,1119
ALEXANDRIA,31.22,29.92,2020,63
ALEXANDRIA,31.22,29.92,2030,117
ALEXANDRIA,31.22,29.92,2040,182
ALEXANDRIA,31.22,29.92,2050,259
ALEXANDRIA,31.22,29.92,2060,335
ALEXANDRIA,31.22,29.92,2070,426
ALEXANDRIA,31.22,29.92,2080,529
ALEXANDRIA,31.22,29.92,2090,654
ALEXANDRIA,31.22,29.92,2100,791
ALEXANDRIA,31.22,29.92,2110,881
ALEXANDRIA,31.22,29.92,2120,1004
ALEXANDRIA,31.22,29.92,2130,1123
ALEXANDRIA,31.22,29.92,2140,1238
ALEXANDRIA,31.22,29.92,2150,1348
ALEXANDROUPOLIS,40.84,25.88,2020,57
ALEXANDROUPOLIS,40.84,25.88,2030,106
ALEXANDROUPOLIS,40.84,25.88,2040,166
ALEXANDROUPOLIS,40.84,25.88,2050,236
ALEXANDROUPOLIS,40.84,25.88,2060,306
ALEXANDROUPOLIS,40.84,25.88,2070,388
ALEXANDROUPOLIS,40.84,25.88,2080,479
ALEXANDROUPOLIS,40.84,25.88,2090,592
ALEXANDROUPOLIS,40.84,25.88,2100,715
ALEXANDROUPOLIS,40.84,25.88,2110,791
ALEXANDROUPOLIS,40.84,25.88,2120,902
ALEXANDROUPOLIS,40.84,25.88,2130,1012
ALEXANDROUPOLIS,40.84,25.88,2140,1116
ALEXANDROUPOLIS,40.84,25.88,2150,1218
ALGECIRAS,36.12,-5.43,2020,64
ALGECIRAS,36.12,-5.43,2030,116
ALGECIRAS,36.12,-5.43,2040,178
ALGECIRAS,36.12,-5.43,2050,254
ALGECIRAS,36.12,-5.43,2060,332
ALGECIRAS,36.12,-5.43,2070,426
ALGECIRAS,36.12,-5.43,2080,530
ALGECIRAS,36.12,-5.43,2090,652
ALGECIRAS,36.12,-5.43,2100,786
ALGECIRAS,36.12,-5.43,2110,870
ALGECIRAS,36.12,-5.43,2120,990
ALGECIRAS,36.12,-5.43,2130,1106
ALGECIRAS,36.12,-5.43,2140,1216
ALGECIRAS,36.12,-5.43,2150,1320
ALICANTE,38.34,-0.48,2020,64
ALICANTE,38.34,-0.48,2030,116
ALICANTE,38.34,-0.48,2040,176
ALICANTE,38.34,-0.48,2050,248
ALICANTE,38.34,-0.48,2060,324
ALICANTE,38.34,-0.48,2070,414
ALICANTE,38.34,-0.48,2080,514
ALICANTE,38.34,-0.48,2090,635
ALICANTE,38.34,-0.48,2100,768
ALICANTE,38.34,-0.48,2110,848
ALICANTE,38.34,-0.48,2120,966
ALICANTE,38.34,-0.48,2130,1080
ALICANTE,38.34,-0.48,2140,1188
ALICANTE,38.34,-0.48,2150,1292
ALICANTE,38.34,-0.48,2020,64
ALICANTE,38.34,-0.48,2030,116
ALICANTE,38.34,-0.48,2040,176
ALICANTE,38.34,-0.48,2050,248
ALICANTE,38.34,-0.48,2060,324
ALICANTE,38.34,-0.48,2070,414
ALICANTE,38.34,-0.48,2080,514
ALICANTE,38.34,-0.48,2090,635
ALICANTE,38.34,-0.48,2100,768
ALICANTE,38.34,-0.48,2110,848
ALICANTE,38.34,-0.48,2120,966
ALICANTE,38.34,-0.48,2130,1080
ALICANTE,38.34,-0.48,2140,1188
ALICANTE,38.34,-0.48,2150,1292
ALMERIA,36.83,-2.48,2020,64
ALMERIA,36.83,-2.48,2030,115
ALMERIA,36.83,-2.48,2040,176
ALMERIA,36.83,-2.48,2050,250
ALMERIA,36.83,-2.48,2060,326
ALMERIA,36.83,-2.48,2070,418
ALMERIA,36.83,-2.48,2080,518
ALMERIA,36.83,-2.48,2090,638
ALMERIA,36.83,-2.48,2100,768
ALMERIA,36.83,-2.48,2110,850
ALMERIA,36.83,-2.48,2120,967
ALMERIA,36.83,-2.48,2130,1081
ALMERIA,36.83,-2.48,2140,1189
ALMERIA,36.83,-2.48,2150,1294
ALVARADO,18.77,-95.77,2020,63
ALVARADO,18.77,-95.77,2030,122
ALVARADO,18.77,-95.77,2040,192
ALVARADO,18.77,-95.77,2050,274
ALVARADO,18.77,-95.77,2060,352
ALVARADO,18.77,-95.77,2070,453
ALVARADO,18.77,-95.77,2080,565
ALVARADO,18.77,-95.77,2090,690
ALVARADO,18.77,-95.77,2100,830
ALVARADO,18.77,-95.77,2110,928
ALVARADO,18.77,-95.77,2120,1058
ALVARADO,18.77,-95.77,2130,1184
ALVARADO,18.77,-95.77,2140,1303
ALVARADO,18.77,-95.77,2150,1416
AMBARCHIK,69.62,162.3,2020,72
AMBARCHIK,69.62,162.3,2030,152
AMBARCHIK,69.62,162.3,2040,232
AMBARCHIK,69.62,162.3,2050,326
AMBARCHIK,69.62,162.3,2060,434
AMBARCHIK,69.62,162.3,2070,558
AMBARCHIK,69.62,162.3,2080,701
AMBARCHIK,69.62,162.3,2090,871
AMBARCHIK,69.62,162.3,2100,1059
AMBARCHIK,69.62,162.3,2110,1154
AMBARCHIK,69.62,162.3,2120,1294
AMBARCHIK,69.62,162.3,2130,1434
AMBARCHIK,69.62,162.3,2140,1568
AMBARCHIK,69.62,162.3,2150,1701
AMDERMA,69.75,61.7,2020,66
AMDERMA,69.75,61.7,2030,124
AMDERMA,69.75,61.7,2040,191
AMDERMA,69.75,61.7,2050,265
AMDERMA,69.75,61.7,2060,350
AMDERMA,69.75,61.7,2070,436
AMDERMA,69.75,61.7,2080,540
AMDERMA,69.75,61.7,2090,664
AMDERMA,69.75,61.7,2100,804
AMDERMA,69.75,61.7,2110,823
AMDERMA,69.75,61.7,2120,928
AMDERMA,69.75,61.7,2130,1035
AMDERMA,69.75,61.7,2140,1140
AMDERMA,69.75,61.7,2150,1247
AMRUM,54.62,8.38,2020,67
AMRUM,54.62,8.38,2030,118
AMRUM,54.62,8.38,2040,181
AMRUM,54.62,8.38,2050,258
AMRUM,54.62,8.38,2060,336
AMRUM,54.62,8.38,2070,425
AMRUM,54.62,8.38,2080,528
AMRUM,54.62,8.38,2090,646
AMRUM,54.62,8.38,2100,782
AMRUM,54.62,8.38,2110,844
AMRUM,54.62,8.38,2120,955
AMRUM,54.62,8.38,2130,1062
AMRUM,54.62,8.38,2140,1168
AMRUM,54.62,8.38,2150,1269
ANABAR,73.22,113.5,2020,68
ANABAR,73.22,113.5,2030,136
ANABAR,73.22,113.5,2040,207
ANABAR,73.22,113.5,2050,290
ANABAR,73.22,113.5,2060,388
ANABAR,73.22,113.5,2070,494
ANABAR,73.22,113.5,2080,618
ANABAR,73.22,113.5,2090,765
ANABAR,73.22,113.5,2100,934
ANABAR,73.22,113.5,2110,996
ANABAR,73.22,113.5,2120,1121
ANABAR,73.22,113.5,2130,1245
ANABAR,73.22,113.5,2140,1366
ANABAR,73.22,113.5,2150,1486
ANCHORAGE,61.24,-149.89,2020,-18
ANCHORAGE,61.24,-149.89,2030,-54
ANCHORAGE,61.24,-149.89,2040,-89
ANCHORAGE,61.24,-149.89,2050,-140
ANCHORAGE,61.24,-149.89,2060,-143
ANCHORAGE,61.24,-149.89,2070,-178
ANCHORAGE,61.24,-149.89,2080,-196
ANCHORAGE,61.24,-149.89,2090,-204
ANCHORAGE,61.24,-149.89,2100,-182
ANCHORAGE,61.24,-149.89,2110,-280
ANCHORAGE,61.24,-149.89,2120,-350
ANCHORAGE,61.24,-149.89,2130,-424
ANCHORAGE,61.24,-149.89,2140,-468
ANCHORAGE,61.24,-149.89,2150,-480
ANCUD,-41.87,-73.83,2020,34
ANCUD,-41.87,-73.83,2030,74
ANCUD,-41.87,-73.83,2040,119
ANCUD,-41.87,-73.83,2050,180
ANCUD,-41.87,-73.83,2060,244
ANCUD,-41.87,-73.83,2070,322
ANCUD,-41.87,-73.83,2080,410
ANCUD,-41.87,-73.83,2090,514
ANCUD,-41.87,-73.83,2100,626
ANCUD,-41.87,-73.83,2110,732
ANCUD,-41.87,-73.83,2120,846
ANCUD,-41.87,-73.83,2130,955
ANCUD,-41.87,-73.83,2140,1060
ANCUD,-41.87,-73.83,2150,1160
ANDENES,69.33,16.13,2020,70
ANDENES,69.33,16.13,2030,116
ANDENES,69.33,16.13,2040,174
ANDENES,69.33,16.13,2050,240
ANDENES,69.33,16.13,2060,308
ANDENES,69.33,16.13,2070,378
ANDENES,69.33,16.13,2080,464
ANDENES,69.33,16.13,2090,562
ANDENES,69.33,16.13,2100,678
ANDENES,69.33,16.13,2110,692
ANDENES,69.33,16.13,2120,778
ANDENES,69.33,16.13,2130,864
ANDENES,69.33,16.13,2140,949
ANDENES,69.33,16.13,2150,1034
ANDREIA,76.8,110.75,2020,60
ANDREIA,76.8,110.75,2030,127
ANDREIA,76.8,110.75,2040,196
ANDREIA,76.8,110.75,2050,270
ANDREIA,76.8,110.75,2060,362
ANDREIA,76.8,110.75,2070,459
ANDREIA,76.8,110.75,2080,577
ANDREIA,76.8,110.75,2090,716
ANDREIA,76.8,110.75,2100,878
ANDREIA,76.8,110.75,2110,917
ANDREIA,76.8,110.75,2120,1032
ANDREIA,76.8,110.75,2130,1146
ANDREIA,76.8,110.75,2140,1258
ANDREIA,76.8,110.75,2150,1370
ANHEUNG,36.67,126.13,2020,54
ANHEUNG,36.67,126.13,2030,107
ANHEUNG,36.67,126.13,2040,172
ANHEUNG,36.67,126.13,2050,254
ANHEUNG,36.67,126.13,2060,336
ANHEUNG,36.67,126.13,2070,440
ANHEUNG,36.67,126.13,2080,558
ANHEUNG,36.67,126.13,2090,697
ANHEUNG,36.67,126.13,2100,848
ANHEUNG,36.67,126.13,2110,951
ANHEUNG,36.67,126.13,2120,1084
ANHEUNG,36.67,126.13,2130,1215
ANHEUNG,36.67,126.13,2140,1340
ANHEUNG,36.67,126.13,2150,1459
ANNAPOLIS,38.98,-76.48,2020,79
ANNAPOLIS,38.98,-76.48,2030,150
ANNAPOLIS,38.98,-76.48,2040,229
ANNAPOLIS,38.98,-76.48,2050,316
ANNAPOLIS,38.98,-76.48,2060,406
ANNAPOLIS,38.98,-76.48,2070,510
ANNAPOLIS,38.98,-76.48,2080,620
ANNAPOLIS,38.98,-76.48,2090,744
ANNAPOLIS,38.98,-76.48,2100,874
ANNAPOLIS,38.98,-76.48,2110,965
ANNAPOLIS,38.98,-76.48,2120,1092
ANNAPOLIS,38.98,-76.48,2130,1214
ANNAPOLIS,38.98,-76.48,2140,1331
ANNAPOLIS,38.98,-76.48,2150,1443
ANTALYA_II,36.83,30.62,2020,62
ANTALYA_II,36.83,30.62,2030,114
ANTALYA_II,36.83,30.62,2040,178
ANTALYA_II,36.83,30.62,2050,251
ANTALYA_II,36.83,30.62,2060,326
ANTALYA_II,36.83,30.62,2070,414
ANTALYA_II,36.83,30.62,2080,513
ANTALYA_II,36.83,30.62,2090,634
ANTALYA_II,36.83,30.62,2100,764
ANTALYA_II,36.83,30.62,2110,850
ANTALYA_II,36.83,30.62,2120,968
ANTALYA_II,36.83,30.62,2130,1084
ANTALYA_II,36.83,30.62,2140,1195
ANTALYA_II,36.83,30.62,2150,1302
ANTIPAIUTA,69.08,76.85,2020,68
ANTIPAIUTA,69.08,76.85,2030,124
ANTIPAIUTA,69.08,76.85,2040,204
ANTIPAIUTA,69.08,76.85,2050,289
ANTIPAIUTA,69.08,76.85,2060,374
ANTIPAIUTA,69.08,76.85,2070,468
ANTIPAIUTA,69.08,76.85,2080,586
ANTIPAIUTA,69.08,76.85,2090,722
ANTIPAIUTA,69.08,76.85,2100,878
ANTIPAIUTA,69.08,76.85,2110,924
ANTIPAIUTA,69.08,76.85,2120,1041
ANTIPAIUTA,69.08,76.85,2130,1158
ANTIPAIUTA,69.08,76.85,2140,1274
ANTIPAIUTA,69.08,76.85,2150,1390
ANTOFAGASTA,-23.65,-70.42,2020,46
ANTOFAGASTA,-23.65,-70.42,2030,93
ANTOFAGASTA,-23.65,-70.42,2040,152
ANTOFAGASTA,-23.65,-70.42,2050,226
ANTOFAGASTA,-23.65,-70.42,2060,302
ANTOFAGASTA,-23.65,-70.42,2070,395
ANTOFAGASTA,-23.65,-70.42,2080,500
ANTOFAGASTA,-23.65,-70.42,2090,624
ANTOFAGASTA,-23.65,-70.42,2100,750
ANTOFAGASTA,-23.65,-70.42,2110,856
ANTOFAGASTA,-23.65,-70.42,2120,982
ANTOFAGASTA,-23.65,-70.42,2130,1104
ANTOFAGASTA,-23.65,-70.42,2140,1220
ANTOFAGASTA,-23.65,-70.42,2150,1328
ANTOFAGASTA_2,-23.65,-70.4,2020,46
ANTOFAGASTA_2,-23.65,-70.4,2030,93
ANTOFAGASTA_2,-23.65,-70.4,2040,151
ANTOFAGASTA_2,-23.65,-70.4,2050,226
ANTOFAGASTA_2,-23.65,-70.4,2060,301
ANTOFAGASTA_2,-23.65,-70.4,2070,395
ANTOFAGASTA_2,-23.65,-70.4,2080,500
ANTOFAGASTA_2,-23.65,-70.4,2090,623
ANTOFAGASTA_2,-23.65,-70.4,2100,749
ANTOFAGASTA_2,-23.65,-70.4,2110,856
ANTOFAGASTA_2,-23.65,-70.4,2120,982
ANTOFAGASTA_2,-23.65,-70.4,2130,1104
ANTOFAGASTA_2,-23.65,-70.4,2140,1220
ANTOFAGASTA_2,-23.65,-70.4,2150,1328
APALACHICOLA,29.73,-84.98,2020,64
APALACHICOLA,29.73,-84.98,2030,123
APALACHICOLA,29.73,-84.98,2040,195
APALACHICOLA,29.73,-84.98,2050,278
APALACHICOLA,29.73,-84.98,2060,358
APALACHICOLA,29.73,-84.98,2070,456
APALACHICOLA,29.73,-84.98,2080,566
APALACHICOLA,29.73,-84.98,2090,691
APALACHICOLA,29.73,-84.98,2100,825
APALACHICOLA,29.73,-84.98,2110,916
APALACHICOLA,29.73,-84.98,2120,1042
APALACHICOLA,29.73,-84.98,2130,1164
APALACHICOLA,29.73,-84.98,2140,1280
APALACHICOLA,29.73,-84.98,2150,1389
APIA_B,-13.83,-171.76,2020,59
APIA_B,-13.83,-171.76,2030,111
APIA_B,-13.83,-171.76,2040,168
APIA_B,-13.83,-171.76,2050,249
APIA_B,-13.83,-171.76,2060,330
APIA_B,-13.83,-171.76,2070,430
APIA_B,-13.83,-171.76,2080,540
APIA_B,-13.83,-171.76,2090,676
APIA_B,-13.83,-171.76,2100,830
APIA_B,-13.83,-171.76,2110,937
APIA_B,-13.83,-171.76,2120,1072
APIA_B,-13.83,-171.76,2130,1202
APIA_B,-13.83,-171.76,2140,1326
APIA_B,-13.83,-171.76,2150,1440
APRA_HARBOR,13.44,144.65,2020,52
APRA_HARBOR,13.44,144.65,2030,104
APRA_HARBOR,13.44,144.65,2040,167
APRA_HARBOR,13.44,144.65,2050,244
APRA_HARBOR,13.44,144.65,2060,326
APRA_HARBOR,13.44,144.65,2070,426
APRA_HARBOR,13.44,144.65,2080,539
APRA_HARBOR,13.44,144.65,2090,672
APRA_HARBOR,13.44,144.65,2100,832
APRA_HARBOR,13.44,144.65,2110,939
APRA_HARBOR,13.44,144.65,2120,1075
APRA_HARBOR,13.44,144.65,2130,1206
APRA_HARBOR,13.44,144.65,2140,1330
APRA_HARBOR,13.44,144.65,2150,1446
ARENA_COVE,38.91,-123.71,2020,50
ARENA_COVE,38.91,-123.71,2030,90
ARENA_COVE,38.91,-123.71,2040,143
ARENA_COVE,38.91,-123.71,2050,213
ARENA_COVE,38.91,-123.71,2060,283
ARENA_COVE,38.91,-123.71,2070,370
ARENA_COVE,38.91,-123.71,2080,472
ARENA_COVE,38.91,-123.71,2090,590
ARENA_COVE,38.91,-123.71,2100,712
ARENA_COVE,38.91,-123.71,2110,791
ARENA_COVE,38.91,-123.71,2120,904
ARENA_COVE,38.91,-123.71,2130,1014
ARENA_COVE,38.91,-123.71,2140,1119
ARENA_COVE,38.91,-123.71,2150,1220
ARGENTIA,47.3,-53.98,2020,78
ARGENTIA,47.3,-53.98,2030,145
ARGENTIA,47.3,-53.98,2040,226
ARGENTIA,47.3,-53.98,2050,316
ARGENTIA,47.3,-53.98,2060,407
ARGENTIA,47.3,-53.98,2070,513
ARGENTIA,47.3,-53.98,2080,628
ARGENTIA,47.3,-53.98,2090,755
ARGENTIA,47.3,-53.98,2100,886
ARGENTIA,47.3,-53.98,2110,961
ARGENTIA,47.3,-53.98,2120,1081
ARGENTIA,47.3,-53.98,2130,1197
ARGENTIA,47.3,-53.98,2140,1309
ARGENTIA,47.3,-53.98,2150,1417
ARGENTINE_ISLANDS,-65.25,-64.26,2020,9
ARGENTINE_ISLANDS,-65.25,-64.26,2030,32
ARGENTINE_ISLANDS,-65.25,-64.26,2040,58
ARGENTINE_ISLANDS,-65.25,-64.26,2050,89
ARGENTINE_ISLANDS,-65.25,-64.26,2060,113
ARGENTINE_ISLANDS,-65.25,-64.26,2070,130
ARGENTINE_ISLANDS,-65.25,-64.26,2080,136
ARGENTINE_ISLANDS,-65.25,-64.26,2090,129
ARGENTINE_ISLANDS,-65.25,-64.26,2100,100
ARGENTINE_ISLANDS,-65.25,-64.26,2110,394
ARGENTINE_ISLANDS,-65.25,-64.26,2120,464
ARGENTINE_ISLANDS,-65.25,-64.26,2130,530
ARGENTINE_ISLANDS,-65.25,-64.26,2140,596
ARGENTINE_ISLANDS,-65.25,-64.26,2150,660
ARICA,-18.47,-70.33,2020,48
ARICA,-18.47,-70.33,2030,95
ARICA,-18.47,-70.33,2040,154
ARICA,-18.47,-70.33,2050,230
ARICA,-18.47,-70.33,2060,306
ARICA,-18.47,-70.33,2070,401
ARICA,-18.47,-70.33,2080,506
ARICA,-18.47,-70.33,2090,631
ARICA,-18.47,-70.33,2100,757
ARICA,-18.47,-70.33,2110,860
ARICA,-18.47,-70.33,2120,987
ARICA,-18.47,-70.33,2130,1108
ARICA,-18.47,-70.33,2140,1224
ARICA,-18.47,-70.33,2150,1334
ARRECIFE,28.97,-13.53,2020,67
ARRECIFE,28.97,-13.53,2030,122
ARRECIFE,28.97,-13.53,2040,192
ARRECIFE,28.97,-13.53,2050,274
ARRECIFE,28.97,-13.53,2060,358
ARRECIFE,28.97,-13.53,2070,462
ARRECIFE,28.97,-13.53,2080,576
ARRECIFE,28.97,-13.53,2090,706
ARRECIFE,28.97,-13.53,2100,848
ARRECIFE,28.97,-13.53,2110,942
ARRECIFE,28.97,-13.53,2120,1070
